,Company,Ticker_1,Ticker_2,ESG score,ESG risk
12822,UK Municipal Bonds Agency Plc,-,,17.1,Low
12823,UK Power Networks Holdings Ltd.,-,,30.5,High
12824,Ülker Bisküvi Sanayi AS,IST,ULKER.E,23.6,Medium
12825,"Ulta Beauty, Inc.",NAS,ULTA,13.8,Low
12826,Ultimate Products PLC,LON,ULTP,18.9,Low
12827,Ultimovacs ASA,-,,21.1,Medium
12828,"Ultra Clean Holdings, Inc.",NAS,UCTT,26.4,Medium
12829,"UltraChip, Inc.",ROCO,3141,35.9,High
12830,"Ultragenyx Pharmaceutical, Inc.",NAS,RARE,18.0,Low
12831,Ultrapar Participaçoes SA,BSP,UGPA3,38.5,High
12832,UltraTech Cement Ltd.,BOM,532538,29.4,Medium
12833,"ULVAC, Inc.",TKS,6728,25.1,Medium
12834,UMB Financial Corp.,NAS,UMBF,27.1,Medium
12835,UMH Energy Partnership,-,,25.6,Medium
12836,"UMH Properties, Inc.",NYS,UMH,21.9,Medium
12837,Umicore SA,BRU,UMI,24.3,Medium
12838,UMS Integration Ltd.,SES,558,18.6,Low
12839,"Under Armour, Inc.",NYS,UAA,16.3,Low
12840,Unédic,-,,29.9,Medium
12841,Uni-President China Holdings Ltd.,HKG,220,32.9,High
12842,Uni-President Enterprises Corp.,TAI,1216,28.8,Medium
12843,Unibail-Rodamco-Westfield SE,PAR,URW,4.1,Negligible
12844,Unicaja Banco SA,MCE,UNI,21.1,Medium
12845,Unicharm Corp.,TKS,8113,24.5,Medium
12846,UniCredit SpA,MIL,UCG,11.0,Low
12847,"UNID Co., Ltd.",KRX,014830,32.3,High
12848,Unieuro SpA,-,,16.3,Low
12849,Unifin Financiera SAB de CV SOFOM ENR,MEX,UNIFINA,27.4,Medium
12850,UniFirst Corp.,NYS,UNF,20.0,Medium
12851,"Unigroup Guoxin Microelectronics Co., Ltd.",SHE,002049,42.3,Severe
12852,Unilever Plc,LON,ULVR,21.2,Medium
12853,"Unilumin Group Co., Ltd.",SHE,300232,25.2,Medium
12854,Unimicron Technology Corp.,TAI,3037,20.1,Medium
12855,Union Bank of India,BOM,532477,30.9,High
12856,Union Bank of Taiwan,TAI,2838,28.3,Medium
12857,Union Bank of the Philippines,PHS,UBP,32.3,High
12858,Union Pacific Corp.,NYS,UNP,20.1,Medium
12859,Union Tool Co.,TKS,6278,32.3,High
12860,Unipar Carbocloro SA,BSP,UNIP6,23.3,Medium
12861,Uniper SE,ETR,UN0,32.7,High
12862,Uniphar Plc,DUB,UPR,8.4,Negligible
12863,Unipol Assicurazioni SpA,MIL,UNI,18.8,Low
12864,UnipolSai Assicurazioni SpA (Italy),OTC,FDIAY,20.1,Medium
12865,Unipres Corp.,TKS,5949,22.3,Medium
12866,UNIQA Insurance Group AG,WBO,UQA,18.9,Low
12867,Unisem (M) Bhd.,KLS,5005,24.9,Medium
12868,Unisplendour Corp. Ltd.,SHE,000938,26.3,Medium
12869,Unisys Corp.,NYS,UIS,15.8,Low
12870,Unitech Printed Circuit Board Corp.,TAI,2367,24.7,Medium
12871,"United Airlines Holdings, Inc.",NAS,UAL,27.0,Medium
12872,"United Airlines, Inc.",-,,33.1,High
12873,UNITED ARROWS LTD.,TKS,7606,20.2,Medium
12874,United Bank for Africa Plc,NSA,UBA,33.0,High
12875,United Bank Ltd.,KAR,UBL,36.0,High
12876,"United Bankshares, Inc. (West Virginia)",NAS,UBSI,28.7,Medium
12877,United Breweries Ltd.,BOM,532478,22.9,Medium
12878,"United Community Banks, Inc.",NYS,UCB,29.1,Medium
12879,United Development Co.,DSMD,UDCD,22.9,Medium
12880,United Electronics Co.,SAU,4003,22.5,Medium
12881,United Energy Distribution Pty Ltd.,-,,39.3,High
12882,United Energy Group Ltd.,HKG,467,66.2,Severe
12883,United Engineers Ltd.,-,,36.3,High
12884,"United Fire Group, Inc.",NAS,UFCS,29.3,Medium
12885,United Group BV,-,,17.3,Low
12886,"United Homes Group, Inc.",NAS,UHG,25.3,Medium
12887,"United Integrated Services Co., Ltd.",TAI,2404,39.8,High
12888,United International Transportation Co. Ltd.,SAU,4260,19.1,Low
12889,United Internet AG,ETR,UTDI,26.0,Medium
12890,United Medical Group CY Plc,MIC,GEMC,29.1,Medium
12891,United Microelectronics Corp.,TAI,2303,18.0,Low
12892,"United Natural Foods, Inc.",NYS,UNFI,17.7,Low
12893,"United Nova Technology Co., Ltd.",SHG,688469,36.2,High
12894,United Overseas Bank Ltd. (Singapore),SES,U11,18.8,Low
12895,"United Parcel Service, Inc.",NYS,UPS,20.8,Medium
12896,"United Parks & Resorts, Inc.",NYS,PRKS,30.5,High
12897,United Plantations Bhd.,KLS,2089,34.4,High
12898,"United Renewable Energy Co., Ltd.",TAI,3576,34.1,High
12899,"United Rentals, Inc.",NYS,URI,15.7,Low
12900,United Services Automobile Association,-,,31.3,High
12901,United Spirits Ltd.,BOM,532432,19.8,Low
12902,United States Cellular Corp.,NYS,USM,32.3,High
12903,"United States Lime & Minerals, Inc.",NAS,USLM,39.8,High
12904,United States Steel Corp.,NYS,X,26.7,Medium
12905,"United Super Markets Holdings, Inc.",TKS,3222,32.3,High
12906,United Therapeutics Corp.,NAS,UTHR,23.2,Medium
12907,United Urban Investment Corp.,TKS,8960,13.0,Low
12908,United Utilities Group Plc,LON,UU,9.5,Negligible
12909,"UnitedHealth Group, Inc.",NYS,UNH,16.6,Low
12910,"UniTest, Inc.",KRX,086390,27.0,Medium
12911,"Uniti Group, Inc.",NAS,UNIT,17.7,Low
12912,UNITIL Corp.,NYS,UTL,34.1,High
12913,"Unity Bancorp, Inc.",NAS,UNTY,36.3,High
12914,Unity Health Toronto,-,,31.2,High
12915,"Unity Software, Inc.",NYS,U,17.0,Low
12916,"Univar Solutions, Inc.",-,,18.4,Low
12917,Universal Cement Corp.,TAI,1104,30.0,Medium
12918,Universal Corp.,NYS,UVV,37.7,High
12919,Universal Display Corp.,NAS,OLED,7.4,Negligible
12920,Universal Entertainment Corp.,TKS,6425,21.5,Medium
12921,Universal Health Realty Income Trust,NYS,UHT,20.0,Medium
12922,"Universal Health Services, Inc.",NYS,UHS,30.7,High
12923,"Universal Insurance Holdings, Inc.",NYS,UVE,33.6,High
12924,"Universal Logistics Holdings, Inc.",NAS,ULH,25.4,Medium
12925,Universal Music Group NV,AMS,UMG,10.0,Negligible
12926,Universal Robina Corp.,PHS,URC,37.0,High
12927,"Universal Scientific Industrial (Shanghai) Co., Ltd.",SHG,601231,9.7,Negligible
12928,"Universal Technical Institute, Inc.",NYS,UTI,18.4,Low
12929,Universal Vision Biotechnology Co. Ltd.,ROCO,3218,25.2,Medium
12930,University College London,-,,11.4,Low
12931,University of British Columbia,-,,14.2,Low
12932,University of Cambridge,-,,13.9,Low
12933,University of Cardiff,-,,11.6,Low
12934,University of Guelph,-,,15.5,Low
12935,University of Leeds,-,,13.1,Low
12936,University of Melbourne,-,,13.5,Low
12937,University of Miami,-,,17.2,Low
12938,University of Ontario Institute of Technology,-,,15.8,Low
12939,University of Ottawa,-,,31.2,High
12940,University of Oxford,-,,13.2,Low
12941,University of Pittsburgh Medical Center,-,,26.8,Medium
12942,University of Quebec,-,,16.9,Low
12943,University of Southern California,-,,16.8,Low
12944,University of Technology Sydney,-,,13.5,Low
12945,University of Toronto,-,,15.6,Low
12946,University of Washington,-,,16.8,Low
12947,University of Western Ontario,-,,15.2,Low
12948,University of Western Sydney,-,,13.1,Low
12949,University of Windsor,-,,13.1,Low
12950,University of Wollongong,-,,12.8,Low
12951,Univest Financial Corp.,NAS,UVSP,31.3,High
12952,UNO Minda Ltd.,BOM,532539,29.9,Medium
12953,Unum Group,NYS,UNM,16.6,Low
12954,UOA Development Bhd.,KLS,5200,14.6,Low
12955,UOB-Kay Hian Holdings Ltd.,SES,U10,33.6,High
12956,UOL Group Ltd.,SES,U14,20.3,Medium
12957,UP Fintech Holding Ltd.,NAS,TIGR,33.9,High
12958,"Upbound Group, Inc.",NAS,UPBD,18.3,Low
12959,UPC Technology Corp.,TAI,1313,23.7,Medium
12960,uPI Semiconductor Corp.,TAI,6719,37.3,High
12961,UPL Ltd.,BOM,512070,31.1,High
12962,UPM-Kymmene Oyj,HEL,UPM,14.9,Low
12963,"Upstart Holdings, Inc.",NAS,UPST,21.1,Medium
12964,"Upwork, Inc.",NAS,UPWK,15.3,Low
12965,Uranium Energy Corp.,ASE,UEC,23.8,Medium
12966,Urban Edge Properties,NYS,UE,18.0,Low
12967,Urban Logistics REIT Plc,LON,SHED,12.4,Low
12968,"Urban One, Inc.",NAS,UONE,20.2,Medium
12969,"Urban Outfitters, Inc.",NAS,URBN,21.5,Medium
12970,Urban Renaissance Agency,-,,17.3,Low
12971,URENCO Ltd.,-,,27.8,Medium
12972,UroGen Pharma Ltd.,NAS,URGN,36.1,High
12973,US Foods Holding Corp.,NYS,USFD,13.9,Low
12974,USA Compression Partners LP,NYS,USAC,39.9,High
12975,"USANA Health Sciences, Inc.",NYS,USNA,32.4,High
12976,"USCB Financial Holdings, Inc.",NAS,USCB,30.0,Medium
12977,Usha Martin Ltd.,BOM,517146,38.3,High
12978,"Ushio, Inc.",TKS,6925,23.1,Medium
12979,USI Corp.,TAI,1304,23.9,Medium
12980,Usiminas Internacional-Servicos de Assessoria Sociedade,-,,26.5,Medium
12981,Usinas Siderurgicas de Minas Gerais SA-Usiminas,BSP,USIM5,36.0,High
12982,"USS Co., Ltd.",TKS,4732,11.6,Low
12983,"UT Group Co., Ltd.",TKS,2146,10.4,Low
12984,"Utah Medical Products, Inc.",NAS,UTMD,13.1,Low
12985,UTI Asset Management Co. Ltd.,BOM,543238,24.7,Medium
12986,"UTZ Brands, Inc.",NYS,UTZ,40.8,Severe
12987,UWC Bhd.,KLS,5292,30.2,High
12988,UWM Holdings Corp.,NYS,UWMC,29.4,Medium
12989,Uzauto Motors JSC,-,,24.0,Medium
12990,UzPromStroyBank,-,,30.9,High
12991,"V Technology Co., Ltd.",TKS,7717,20.0,Medium
12992,V-Guard Industries Ltd.,BOM,532953,23.9,Medium
12993,V-Mart Retail Ltd.,BOM,534976,23.4,Medium
12994,V-ZUG Holding AG,SWX,VZUG,18.3,Low
12995,V.I.P. Industries Ltd.,BOM,507880,25.4,Medium
12996,V.S. Industry Bhd.,KLS,6963,11.5,Low
12997,"V2X, Inc.",NYS,VVX,20.9,Medium
12998,VA Tech Wabag Ltd.,BOM,533269,33.9,High
12999,"VAALCO Energy, Inc.",NYS,EGY,47.3,Severe
13000,Vaibhav Global Ltd.,BOM,532156,18.3,Low
13001,"Vail Resorts, Inc.",NYS,MTN,26.7,Medium
13002,Vaisala Oyj,HEL,VAIAS,11.0,Low
13003,Vakif Gayrimenkul Yatirim Ortakligi AS,IST,VKGYO.E,15.5,Low
13004,Vakko Tekstil ve Hazir Giyim Sanayi Isletmeleri AS,IST,VAKKO.E,19.7,Low
13005,Vakrangee Ltd.,BOM,511431,6.5,Negligible
13006,Valaris Ltd.,NYS,VAL,22.1,Medium
13007,Vale SA,BSP,VALE3,33.7,High
13008,Valeo SE,PAR,FR,8.8,Negligible
13009,Valero Energy Corp.,NYS,VLO,30.9,High
13010,"Valhi, Inc.",NYS,VHI,44.8,Severe
13011,"Valiant Co., Ltd.",SHE,002643,31.9,High
13012,Valiant Holding AG,SWX,VATN,30.1,High
13013,Valley National Bancorp,NAS,VLY,31.5,High
13014,Vallourec SA,PAR,VK,21.2,Medium
13015,Valmet Corp.,HEL,VALMT,23.6,Medium
13016,"Valmont Industries, Inc.",NYS,VMI,39.2,High
13017,Valneva SE,PAR,VLA,27.1,Medium
13018,"Valor Holdings Co., Ltd.",TKS,9956,27.6,Medium
13019,Valqua Ltd.,TKS,7995,27.6,Medium
13020,"Value Added Technology Co., Ltd.",KRX,043150,34.6,High
13021,"Value Line, Inc.",NAS,VALU,30.5,High
13022,Value Partners Group Ltd.,HKG,806,26.7,Medium
13023,"ValueCommerce Co., Ltd.",TKS,2491,17.1,Low
13024,"Valvoline, Inc.",NYS,VVV,8.0,Negligible
13025,"Vamos Locação de Caminhões, Máquinas e Equipamentos SA",BSP,VAMO3,16.7,Low
13026,Van Lanschot Kempen NV,AMS,VLK,14.5,Low
13027,Vancouver Airport Authority,-,,18.0,Low
13028,"Vanda Pharmaceuticals, Inc.",NAS,VNDA,24.8,Medium
13029,Vanguard International Semiconductor Corp.,ROCO,5347,28.0,Medium
13030,Vanquis Banking Group Plc,LON,VANQ,21.9,Medium
13031,Vantage Towers AG,HAM,VTWR,20.1,Medium
13032,VanWonen Holding BV,-,,19.6,Low
13033,Vår Energi ASA,OSL,VAR,27.9,Medium
13034,Vardhman Textiles Ltd.,BOM,502986,15.1,Low
13035,Varex Imaging Corp.,NAS,VREX,20.4,Medium
13036,"Varonis Systems, Inc.",NAS,VRNS,26.2,Medium
13037,Varroc Engineering Ltd.,BOM,541578,25.8,Medium
13038,Varta AG,-,,15.3,Low
13039,Varun Beverages Ltd.,BOM,540180,34.0,High
13040,Vast Infraestrutura SA,-,,39.4,High
13041,VAT Group AG,SWX,VACN,23.8,Medium
13042,Vátryggingafélag Íslands hf.,ICE,SKAGI,24.3,Medium
13043,"Vats Liquor Chain Store Management Joint Stock Co., Ltd.",SHE,300755,22.7,Medium
13044,Vattenfall AB,-,,24.5,Medium
13045,Vatti Corp. Ltd.,SHE,002035,24.9,Medium
13046,Vaudoise Assurances Holding SA,SWX,VAHN,24.7,Medium
13047,Vault Minerals Ltd.,ASX,VAU,58.5,Severe
13048,Vaxcell-Bio Therapeutics,KRX,323990,30.9,High
13049,"Vaxcyte, Inc.",NAS,PCVX,35.3,High
13050,"Vaxxinity, Inc.",OTC,VAXX,29.9,Medium
13051,VBG Group AB,OME,VBG.B,15.4,Low
13052,"Vcanbio Cell & Gene Engineering Corp., Ltd.",SHG,600645,27.6,Medium
13053,Vector Group Ltd.,-,,37.7,High
13054,Vector Ltd.,NZE,VCT,15.8,Low
13055,"Vector, Inc.",TKS,6058,19.1,Low
13056,Vedant Fashions Ltd.,BOM,543463,27.0,Medium
13057,Vedanta Ltd.,BOM,500295,37.6,High
13058,Vedanta Resources Ltd.,-,,35.3,High
13059,"Veeco Instruments, Inc.",NAS,VECO,23.5,Medium
13060,"Veeva Systems, Inc.",NYS,VEEV,14.7,Low
13061,VEF AB,OME,VEFAB,17.6,Low
13062,Veidekke ASA,OSL,VEI,31.3,High
13063,Velesto Energy Bhd.,KLS,5243,18.5,Low
13064,"Velo3D, Inc.",OTC,VLDX,28.7,Medium
13065,"Velocity Financial, Inc.",NYS,VEL,24.2,Medium
13066,Vena Energy Capital Pte Ltd.,-,,8.5,Negligible
13067,VENN Partners LLP,-,,20.2,Medium
13068,"Ventas, Inc.",NYS,VTR,11.2,Low
13069,Ventia Services Group Ltd.,ASX,VNT,34.7,High
13070,Venture Corp. Ltd.,SES,V03,11.7,Low
13071,"Ventyx Biosciences, Inc.",NAS,VTYX,29.1,Medium
13072,Venustech Group Inc.,SHE,002439,22.8,Medium
13073,Veolia Environnement SA,PAR,VIE,25.5,Medium
13074,VEON Ltd.,NAS,VEON,30.1,High
13075,"Vera Bradley, Inc.",NAS,VRA,19.7,Low
13076,"Vera Therapeutics, Inc.",NAS,VERA,35.3,High
13077,"Veracyte, Inc.",NAS,VCYT,26.3,Medium
13078,"Veradigm, Inc.",OTC,MDRX,22.6,Medium
13079,Verallia SA,PAR,VRLA,19.0,Low
13080,Veralto Corp.,NYS,VLTO,23.9,Medium
13081,Verbio SE,ETR,VBK,19.5,Low
13082,VERBUND AG,WBO,VER,18.8,Low
13083,"Verde Clean Fuels, Inc.",NAS,VGAS,33.9,High
13084,"Veren, Inc.",TSE,VRN,41.1,Severe
13085,Vericel Corp.,NAS,VCEL,25.5,Medium
13086,Veridis Environment Ltd.,TAE,VRDS,24.5,Medium
13087,"Verint Systems, Inc.",NAS,VRNT,18.1,Low
13088,"Veris Residential, Inc.",NYS,VRE,13.7,Low
13089,"VeriSign, Inc.",NAS,VRSN,20.8,Medium
13090,"Verisilicon Microelectronics (Shanghai) Co., Ltd.",SHG,688521,38.8,High
13091,"Verisk Analytics, Inc.",NAS,VRSK,17.6,Low
13092,Verisure Holding AB,-,,8.9,Negligible
13093,Verisure Midholding AB,-,,7.0,Negligible
13094,"Veritex Holdings, Inc.",NAS,VBTX,33.6,High
13095,Veritiv Corp.,-,,18.8,Low
13096,"Veritone, Inc.",NAS,VERI,31.2,High
13097,"Verizon Communications, Inc.",NYS,VZ,19.7,Low
13098,"Vermilion Energy, Inc.",TSE,VET,25.8,Medium
13099,Verra Mobility Corp.,NAS,VRRM,30.6,High
13100,"Verrica Pharmaceuticals, Inc.",NAS,VRCA,37.3,High
13101,VersaBank,TSE,VBNK,38.2,High
13102,"Vertex Energy, Inc.",-,,44.9,Severe
13103,"Vertex Pharmaceuticals, Inc.",NAS,VRTX,19.6,Low
13104,"Vertex, Inc.",NAS,VERX,21.7,Medium
13105,Vertiv Holdings Co.,NYS,VRT,22.6,Medium
13106,Vertu Motors Plc,LON,VTU,13.4,Low
13107,"Verve Therapeutics, Inc.",NAS,VERV,23.6,Medium
13108,Vestas Wind Systems A/S,CSE,VWS,16.3,Low
13109,Vesteda Groep BV,-,,11.4,Low
13110,Vestel Beyaz Esya Sanayi ve Ticaret AS,IST,VESBE.E,18.3,Low
13111,Vestel Elektronik Sanayi ve Ticaret AS,IST,VESTL.E,21.8,Medium
13112,Vestis Corp.,NYS,VSTS,21.8,Medium
13113,Vestum AB,OME,VESTUM,39.5,High
13114,Vesuvius India Ltd.,BOM,520113,25.6,Medium
13115,Vesuvius Plc,LON,VSVS,20.5,Medium
13116,Vétoquinol SA,PAR,VETO,29.0,Medium
13117,Vetropack Holding AG,SWX,VETN,22.0,Medium
13118,VF Corp.,NYS,VFC,14.4,Low
13119,VGI Public Co. Ltd.,BKK,VGI,12.6,Low
13120,VGP NV,BRU,VGP,11.7,Low
13121,VH Global Energy Infrastructure Plc,LON,ENRG,26.6,Medium
13122,"VIA Labs, Inc.",TAI,6756,28.4,Medium
13123,VIA Outlets BV,-,,9.1,Negligible
13124,"VIA Technologies, Inc.",TAI,2388,18.2,Low
13125,"Viant Technology, Inc.",NAS,DSP,26.0,Medium
13126,Viaplay Group AB,OME,VPLAY.B,9.1,Negligible
13127,"ViaSat, Inc.",NAS,VSAT,22.4,Medium
13128,"Viatris, Inc.",NAS,VTRS,25.9,Medium
13129,"Viavi Solutions, Inc.",NAS,VIAV,23.5,Medium
13130,Vibhavadi Medical Center Public Co. Ltd.,BKK,VIBHA,32.4,High
13131,Vibra Energia SA,BSP,VBBR3,19.4,Low
13132,"Vicarious Surgical, Inc.",NYS,RBOT,35.1,High
13133,Vicat SA,PAR,VCT,33.1,High
13134,"VICI Properties, Inc.",NYS,VICI,13.9,Low
13135,Vicinity Centres,ASX,VCX,7.0,Negligible
13136,Vicor Corp.,NAS,VICR,22.8,Medium
13137,Vicore Pharma Holding AB,OME,VICO,30.4,High
13138,Victoria Gold Corp.,-,,36.3,High
13139,Victoria Plc,LON,VCP,19.3,Low
13140,Victoria Power Networks (Finance) Pty Ltd.,-,,36.0,High
13141,Victoria's Secret & Co.,NYS,VSCO,15.0,Low
13142,"Victory Capital Holdings, Inc.",NAS,VCTR,21.7,Medium
13143,"Victory Giant Technology (HuiZhou) Co., Ltd.",SHE,300476,26.3,Medium
13144,Victrex Plc,LON,VCT,26.1,Medium
13145,Videndum Plc,LON,VID,13.4,Low
13146,Vidéotron Ltée,-,,20.3,Medium
13147,Vidrala SA,MCE,VID,18.2,Low
13148,"Viemed Healthcare, Inc.",NAS,VMD,32.0,High
13149,Vienna Insurance Group AG,WBO,VIG,24.9,Medium
13150,Vier Gas Transport GmbH,-,,25.7,Medium
13151,Vietcap Securities JSC,STC,VCI,21.4,Medium
13152,Vietnam Dairy Products Corp.,STC,VNM,28.1,Medium
13153,"VIEWORKS Co., Ltd.",KRX,100120,33.9,High
13154,"ViewRay, Inc.",OTC,VRAYQ,32.2,High
13155,"Vigil Neuroscience, Inc.",NAS,VIGL,22.4,Medium
13156,Viglacera Corp.,STC,VGC,29.8,Medium
13157,Vijaya Diagnostic Centre Ltd.,BOM,543350,20.0,Low
13158,"Viking Therapeutics, Inc.",NAS,VKTX,38.7,High
13159,"Village Super Market, Inc.",NAS,VLGEA,31.9,High
13160,Villar International Ltd.,TAE,VILR,28.1,Medium
13161,"Vimeo, Inc.",NAS,VMEO,26.2,Medium
13162,Vimian Group AB,OME,VIMIAN,21.4,Medium
13163,Viña Concha y Toro SA,SGO,CONCHATORO,25.0,Medium
13164,Vinati Organics Ltd.,BOM,524200,28.3,Medium
13165,VINCI Airports SAS,-,,15.2,Low
13166,VINCI SA,PAR,DG,25.4,Medium
13167,Vinda International Holdings Ltd.,-,,30.4,High
13168,Vingroup JSC,STC,VIC,30.8,High
13169,Vinh Hoan Corp,STC,VHC,39.2,High
13170,Vinte Viviendas Integrales SAB de CV,MEX,VINTE,17.4,Low
13171,Vinvest Capital Holdings Bhd.,KLS,0069,41.3,Severe
13172,Viohalco SA/NV,BRU,VIO,46.8,Severe
13173,"VIOL Co., Ltd. (New)",KRX,335890,39.0,High
13174,"Viper Energy, Inc.",NAS,VNOM,22.0,Medium
13175,Vipshop Holdings Ltd.,NYS,VIPS,23.4,Medium
13176,"Vir Biotechnology, Inc.",NAS,VIR,30.7,High
13177,Virbac SA,PAR,VIRP,18.9,Low
13178,"Virgin Galactic Holdings, Inc.",NYS,SPCE,42.4,Severe
13179,Virgin Money UK Plc,-,,17.8,Low
13180,Virginia National Bankshares Corp.,NAS,VABK,33.0,High
13181,"Viridian Therapeutics, Inc.",NAS,VRDN,35.3,High
13182,Viridien,PAR,VIRI,18.1,Low
13183,"Virtu Financial, Inc.",NAS,VIRT,31.2,High
13184,"Virtus Investment Partners, Inc.",NYS,VRTS,29.1,Medium
13185,"Visa, Inc.",NYS,V,14.9,Low
13186,"Visco Vision, Inc.",TAI,6782,24.2,Medium
13187,Viscofán SA,MCE,VIS,13.9,Low
13188,"VisEra Technologies Co., Ltd.",TAI,6789,19.3,Low
13189,"Vishay Intertechnology, Inc.",NYS,VSH,23.5,Medium
13190,"Vishay Precision Group, Inc.",NYS,VPG,15.1,Low
13191,"Vision, Inc. ( Japan)",TKS,9416,31.1,High
13192,"Visional, Inc.",TKS,4194,15.3,Low
13193,"Visionox Technology, Inc.",SHE,002387,28.7,Medium
13194,Vista Energy SAB de CV,MEX,VISTAA,31.0,High
13195,Vista Group International Ltd.,NZE,VGL,21.4,Medium
13196,"Vista Land & Lifescapes, Inc.",PHS,VLL,29.7,Medium
13197,"Vista Outdoor, Inc.",-,,13.6,Low
13198,Visteon Corp.,NAS,VC,19.5,Low
13199,Vistra Corp.,NYS,VST,29.5,Medium
13200,Vistry Group Plc,LON,VTY,16.5,Low
13201,"Visual China Group Co., Ltd.",SHE,000681,25.0,Medium
13202,"Visual Photonics Epitaxy Co., Ltd.",TAI,2455,19.4,Low
13203,"Vital Energy, Inc.",NYS,VTLE,28.9,Medium
13204,"Vital Farms, Inc.",NAS,VITL,28.3,Medium
13205,Vital Healthcare Property Trust,NZE,VHP,18.3,Low
13206,"Vital KSK Holdings, Inc.",TKS,3151,22.1,Medium
13207,Vitasoy International Holdings Ltd.,HKG,345,31.4,High
13208,Vitec Software Group AB,OME,VIT.B,23.4,Medium
13209,Viterra Finance BV,-,,24.1,Medium
13210,Viterra Ltd. (Jersey),-,,25.7,Medium
13211,Vitesco Technologies Group AG,-,,14.8,Low
13212,"Vitesse Energy, Inc.",NYS,VTS,47.7,Severe
13213,Vitrolife AB,OME,VITR,23.1,Medium
13214,Vitrox Corp. Bhd.,KLS,0097,20.8,Medium
13215,Viva Biotech Holdings,HKG,1873,32.6,High
13216,Viva Energy Group Ltd.,ASX,VEA,34.1,High
13217,Viva Goods Co. Ltd.,HKG,933,17.0,Low
13218,Vivara Participações SA,BSP,VIVA3,20.7,Medium
13219,Vivendi SE,PAR,VIV,10.8,Low
13220,Vivesto AB,OME,VIVE,25.6,Medium
13221,"Vivid Seats, Inc.",NAS,SEAT,18.1,Low
13222,Vivo Energy Ltd.,-,,42.7,Severe
13223,Vivotek Inc.,TAI,3454,15.4,Low
13224,Vizio Holding Corp.,-,,25.2,Medium
13225,VMware LLC,-,,17.6,Low
13226,"VNET Group, Inc.",NAS,VNET,18.6,Low
13227,VNV Global AB,OME,VNV,28.5,Medium
13228,Vobile Group Ltd.,HKG,3738,30.2,High
13229,Vodacom Group Ltd.,JSE,VOD,13.2,Low
13230,Vodafone Group Plc,LON,VOD,14.4,Low
13231,Vodafone Idea Ltd.,BOM,532822,33.9,High
13232,Vodafone Qatar QSC,DSMD,VFQS,23.2,Medium
13233,Vodafone Ukraine,-,,32.6,High
13234,voestalpine AG,WBO,VOE,29.0,Medium
13235,Volati AB,OME,VOLO,33.6,High
13236,Volcan Compania Minera S.A.A.,LIM,VOLCABC1,47.0,Severe
13237,Volex Plc,LON,VLX,23.5,Medium
13238,Volksbank Wien AG,-,,14.3,Low
13239,Volkswagen AG,ETR,VOW3,26.9,Medium
13240,Volkswagen Financial Services Overseas AG,-,,15.0,Low
13241,Voltalia,PAR,VLTSA,15.0,Low
13242,Voltamp Transformers Ltd.,BOM,532757,25.3,Medium
13243,Voltas Ltd.,BOM,500575,23.5,Medium
13244,Voltronic Power Technology Corp.,TAI,6409,22.1,Medium
13245,Volution Group Plc,LON,FAN,20.2,Medium
13246,Volvo AB,OME,VOLV.B,28.3,Medium
13247,Volvo Car AB,OME,VOLCAR.B,23.9,Medium
13248,Vonovia SE,ETR,VNA,5.8,Negligible
13249,Vontier Corp.,NYS,VNT,11.7,Low
13250,Vontobel Holding AG,SWX,VONN,14.7,Low
13251,"Vor Biopharma, Inc.",NAS,VOR,30.3,High
13252,Vornado Realty Trust,NYS,VNO,13.8,Low
13253,"Voronoi, Inc.",KRX,310210,40.0,Severe
13254,Vossloh AG,ETR,VOS,20.5,Medium
13255,Votorantim Cimentos SA,-,,20.5,Medium
13256,VOXX International Corp.,-,,19.0,Low
13257,"Voya Financial, Inc.",NYS,VOYA,15.6,Low
13258,Voyager Digital Ltd.,OTC,VYGVQ,29.4,Medium
13259,VP Bank AG,SWX,VPBN,29.7,Medium
13260,VRL Logistics Ltd.,BOM,539118,21.5,Medium
13261,VSE Corp.,NAS,VSEC,27.3,Medium
13262,Všeobecná úverová banka as,-,,20.6,Medium
13263,VST Industries Ltd.,BOM,509966,35.1,High
13264,VSTECS Holdings Ltd.,HKG,856,16.2,Low
13265,"VT Co., Ltd.",KRX,018290,21.4,Medium
13266,"VT Holdings Co., Ltd.",TKS,7593,14.5,Low
13267,VTech Holdings Ltd.,HKG,303,16.5,Low
13268,Vukile Property Fund Ltd.,JSE,VKE,15.6,Low
13269,Vulcabras SA,BSP,VULC3,22.0,Medium
13270,Vulcan Energy Resources Ltd.,ASX,VUL,19.1,Low
13271,Vulcan Materials Co.,NYS,VMC,28.2,Medium
13272,Vulcan Steel Ltd.,ASX,VSL,23.1,Medium
13273,VusionGroup SA,PAR,VU,12.9,Low
13274,Vuzix Corp.,NAS,VUZI,21.0,Medium
13275,"VW Credit Canada, Inc.",-,,19.1,Low
13276,VZ Holding AG,SWX,VZN,25.6,Medium
13277,"W-Scope Chungju Plant Co., Ltd.",KRX,393890,29.4,Medium
13278,W-SCOPE Corp.,TKS,6619,39.5,High
13279,W.A.G. Payment Solutions Plc,LON,WPS,19.0,Low
13280,"W.P. Carey, Inc.",NYS,WPC,12.1,Low
13281,W.R. Berkley Corp.,NYS,WRB,21.6,Medium
13282,"W.W. Grainger, Inc.",NYS,GWW,15.0,Low
13283,"W&T Offshore, Inc.",NYS,WTI,61.1,Severe
