,Company,Ticker_1,Ticker_2,ESG score,ESG risk
13284,Waaree Renewable Technologies Ltd.,BOM,534618,27.7,Medium
13285,Wabash National Corp.,NYS,WNC,33.4,High
13286,Wacker Chemie AG,ETR,WCH,23.1,Medium
13287,Wacker Neuson SE,ETR,WAC,26.0,Medium
13288,Wacoal Holdings Corp.,TKS,3591,20.7,Medium
13289,"Wacom Co., Ltd.",TKS,6727,24.6,Medium
13290,"WaFd, Inc.",NAS,WAFD,35.0,High
13291,Wafer Works Corp.,ROCO,6182,19.4,Low
13292,Waffer Technology Corp.,TAI,6235,32.4,High
13293,Waga Energy SA,PAR,WAGA,28.3,Medium
13294,Wah Lee Industrial Corp.,TAI,3010,15.4,Low
13295,Waha Capital PJSC,ADS,WAHA,32.8,High
13296,"Wakita & Co., Ltd.",TKS,8125,27.6,Medium
13297,Wal-Mart de México SAB de CV,MEX,WALMEX,20.0,Medium
13298,Waldencast Plc,NAS,WALD,38.0,High
13299,Wales & West Utilities Ltd.,-,,33.5,High
13300,"Walgreens Boots Alliance, Inc.",NAS,WBA,15.6,Low
13301,"Walker & Dunlop, Inc.",NYS,WD,25.1,Medium
13302,WalkMe Ltd.,-,,22.6,Medium
13303,WALLENIUS WILHELMSEN ASA,OSL,WAWI,19.7,Low
13304,Wallenstam AB,OME,WALL.B,12.4,Low
13305,Walliser Kantonalbank,SWX,WKBN,24.5,Medium
13306,"Walmart, Inc.",NYS,WMT,25.3,Medium
13307,Walsin Lihwa Corp.,TAI,1605,24.2,Medium
13308,Walsin Technology Corp.,TAI,2492,17.4,Low
13309,"Walvax Biotechnology Co., Ltd.",SHE,300142,26.9,Medium
13310,WAM Global Ltd.,ASX,WGB,36.0,High
13311,Wan Hai Lines Ltd.,TAI,2615,16.0,Low
13312,"Wanda Film Holding Co., Ltd.",SHE,002739,20.9,Medium
13313,"Wangfujing Group Co., Ltd.",SHG,600859,21.7,Medium
13314,"Wangsu Science & Technology Co., Ltd.",SHE,300017,29.9,Medium
13315,"Wanhua Chemical Group Co., Ltd.",SHG,600309,38.6,High
13316,Want Want China Holdings Ltd.,HKG,151,34.9,High
13317,"Wanxiang Qianchao Co., Ltd.",SHE,000559,36.2,High
13318,"WARABEYA NICHIYO HOLDINGS Co., Ltd.",TKS,2918,41.9,Severe
13319,Warba Bank KSC,KUW,WARBABANK,27.9,Medium
13320,"Warby Parker, Inc.",NYS,WRBY,18.3,Low
13321,Warehouse REIT Plc,LON,WHR,15.8,Low
13322,Warehouses De Pauw SA,BRU,WDP,10.3,Low
13323,"Warner Bros. Discovery, Inc.",NAS,WBD,18.1,Low
13324,Warner Music Group Corp.,NAS,WMG,15.9,Low
13325,"Warrior Met Coal, Inc.",NYS,HCC,37.0,High
13326,Wärtsilä Oyj Abp,HEL,WRT1V,22.2,Medium
13327,Washington H. Soul Pattinson & Co. Ltd.,ASX,SOL,12.9,Low
13328,"Washington Trust Bancorp, Inc.",NAS,WASH,31.4,High
13329,Wasion Holdings Ltd.,HKG,3393,19.8,Low
13330,Wästbygg Gruppen AB,OME,WBGR.B,39.9,High
13331,"Waste Connections, Inc.",TSE,WCN,22.0,Medium
13332,"Waste Management, Inc.",NYS,WM,18.7,Low
13333,"Wasu Media Holding Co., Ltd.",SHE,000156,22.1,Medium
13334,"Watami Co., Ltd.",TKS,7522,29.1,Medium
13335,Watches of Switzerland Group Plc,LON,WOSG,15.3,Low
13336,Waters Corp.,NYS,WAT,9.6,Negligible
13337,"Waterstone Financial, Inc.",NAS,WSBF,35.8,High
13338,"Watsco, Inc.",NYS,WSO,20.8,Medium
13339,"Watts Water Technologies, Inc.",NYS,WTS,17.1,Low
13340,Wave Life Sciences Ltd.,NAS,WVE,38.5,High
13341,Wavestone SA,PAR,WAVE,17.7,Low
13342,"Wayfair, Inc.",NYS,W,25.3,Medium
13343,Waypoint REIT Ltd.,ASX,WPR,13.0,Low
13344,WCE Holdings Bhd.,KLS,3565,38.2,High
13345,WCT Holdings Bhd.,KLS,9679,40.1,Severe
13346,WD-40 Co.,NAS,WDFC,29.8,Medium
13347,"WDB Holdings Co., Ltd.",TKS,2475,15.4,Low
13348,We Soda Investments Holding PLC,-,,17.9,Low
13349,"WealthNavi, Inc.",-,,27.9,Medium
13350,Weatherford International plc,NAS,WFRD,23.8,Medium
13351,"Weathernews, Inc.",TKS,4825,24.1,Medium
13352,"Weave Communications, Inc.",NYS,WEAV,23.6,Medium
13353,WEB Travel Group Ltd.,ASX,WEB,20.9,Medium
13354,Webster Financial Corp.,NYS,WBS,22.3,Medium
13355,"Webuild - Connect 6iX GP, Inc.",-,,37.0,High
13356,Webuild SpA,MIL,WBD,23.9,Medium
13357,"Webzen, Inc.",KRX,069080,16.1,Low
13358,"WEC Energy Group, Inc.",NYS,WEC,22.9,Medium
13359,Weebit Nano Ltd.,ASX,WBT,37.3,High
13360,WEG SA,BSP,WEGE3,17.9,Low
13361,Wei Chuan Foods Corp.,TAI,1201,26.6,Medium
13362,Weibo Corp.,HKG,9898,27.6,Medium
13363,"Weichai Power Co., Ltd.",HKG,2338,27.8,Medium
13364,Weifu High-Technology Group Co. Ltd.,SHE,000581,22.0,Medium
13365,"Weihai Guangwei Composites Co., Ltd.",SHE,300699,29.9,Medium
13366,"Weikeng Industrial Co., Ltd.",TAI,3033,11.1,Low
13367,Weilong Delicious Global Holdings Ltd.,HKG,9985,38.1,High
13368,"Weimob, Inc.",HKG,2013,26.1,Medium
13369,"Weis Markets, Inc.",NYS,WMK,32.7,High
13370,"Welcia Holdings Co., Ltd.",TKS,3141,21.7,Medium
13371,WELL Health Technologies Corp.,TSE,WELL,24.1,Medium
13372,"Wellhope Foods Co., Ltd.",SHG,603609,50.4,Severe
13373,WELLNEO SUGAR Co. Ltd.,TKS,2117,39.9,High
13374,Wells Fargo & Co.,NYS,WFC,33.8,High
13375,"Welltower, Inc.",NYS,WELL,11.6,Low
13376,Welspun Corp. Ltd.,BOM,532144,30.0,Medium
13377,Welspun Enterprises Ltd.,BOM,532553,36.0,High
13378,Welspun Living Ltd.,BOM,514162,16.4,Low
13379,"Weltrend Semiconductor, Inc.",TAI,2436,36.1,High
13380,"Wemade Co., Ltd.",KRX,112040,13.7,Low
13381,"Wen's Foodstuff Group Co., Ltd.",SHE,300498,50.5,Severe
13382,Wencan Group Co. Ltd.,SHG,603348,24.1,Medium
13383,Wendel SE,PAR,MF,9.1,Negligible
13384,Wereldhave NV,AMS,WHA,12.5,Low
13385,Werfen SA,-,,18.8,Low
13386,"Werner Enterprises, Inc.",NAS,WERN,18.6,Low
13387,"WesBanco, Inc.",NAS,WSBC,37.3,High
13388,"WESCO International, Inc.",NYS,WCC,15.7,Low
13389,Wesdome Gold Mines Ltd.,TSE,WDO,34.6,High
13390,Wesfarmers Ltd.,ASX,WES,14.6,Low
13391,Wessex Water Services Ltd.,-,,17.0,Low
13392,West African Resources Ltd.,ASX,WAF,36.3,High
13393,"West Bancorporation, Inc.",NAS,WTBA,28.2,Medium
13394,West China Cement Ltd.,HKG,2233,43.6,Severe
13395,West Coast Paper Mills Ltd.,BOM,500444,28.3,Medium
13396,West Fraser Timber Co. Ltd.,TSE,WFG,17.8,Low
13397,West Holdings Corp.,TKS,1407,31.7,High
13398,West Japan Railway Co.,TKS,9021,27.2,Medium
13399,"West Nippon Expressway Co., Ltd.",-,,10.7,Low
13400,"West Pharmaceutical Services, Inc.",NYS,WST,17.6,Low
13401,Westamerica Bancorporation,NAS,WABC,33.3,High
13402,"Westcoast Energy, Inc.",-,,19.7,Low
13403,WestConnex Pty Ltd.,-,,28.1,Medium
13404,"Western & Southern Financial Group, Inc.",-,,27.0,Medium
13405,Western Alliance Bancorp.,NYS,WAL,24.6,Medium
13406,Western Digital Corp.,NAS,WDC,9.7,Negligible
13407,Western Midstream Partners LP,NYS,WES,32.7,High
13408,"Western Mining Co., Ltd.",SHG,601168,43.0,Severe
13409,"Western Region Gold Co., Ltd.",SHG,601069,56.2,Severe
13410,"Western Securities Co., Ltd.",SHE,002673,35.6,High
13411,"Western Superconducting Technologies Co., Ltd.",SHG,688122,32.5,High
13412,Westgold Resources Ltd.,ASX,WGX,35.9,High
13413,Westinghouse Air Brake Technologies Corp.,NYS,WAB,22.7,Medium
13414,Westlake Corp.,NYS,WLK,28.2,Medium
13415,Westlife Foodworld Ltd.,BOM,505533,31.4,High
13416,Westpac Banking Corp.,ASX,WBC,17.2,Low
13417,Westpac New Zealand Ltd.,-,,33.3,High
13418,Westports Holdings Bhd.,KLS,5246,8.5,Negligible
13419,WestRock Co.,-,,18.4,Low
13420,Westrock Coffee Co.,NAS,WEST,33.9,High
13421,Westshore Terminals Investment Corp.,TSE,WTE,17.7,Low
13422,"WEX, Inc.",NYS,WEX,20.5,Medium
13423,"Weyco Group, Inc.",NAS,WEYS,14.9,Low
13424,Weyerhaeuser Co.,NYS,WY,15.3,Low
13425,WH Group Ltd. (HK),HKG,288,33.8,High
13426,WH Smith Plc,LON,SMWH,10.2,Low
13427,WHA Corp. Public Co. Ltd.,BKK,WHA,18.0,Low
13428,WHA Premium Growth Freehold & Leasehold Real Estate Investment,BKK,WHART,23.0,Medium
13429,WHA Utilities & Power Public Co. Ltd.,BKK,WHAUP,27.2,Medium
13430,Wharf Real Estate Investment Co. Ltd.,HKG,1997,16.8,Low
13431,Wheatley Housing Group Ltd.,-,,16.7,Low
13432,Wheaton Precious Metals Corp.,TSE,WPM,8.3,Negligible
13433,Wheelock & Co. Ltd.,-,,13.7,Low
13434,Whirlpool Corp.,NYS,WHR,19.3,Low
13435,Whirlpool of India Ltd.,BOM,500238,19.0,Low
13436,Whitbread Plc,LON,WTB,17.9,Low
13437,White Mountains Insurance Group Ltd.,NYS,WTM,21.7,Medium
13438,"Whitecap Resources, Inc.",TSE,WCP,49.9,Severe
13439,Whitehaven Coal Ltd.,ASX,WHC,40.6,Severe
13440,Whitestone REIT,NYS,WSR,17.3,Low
13441,Wickes Group Plc,LON,WIX,11.3,Low
13442,"WideOpenWest, Inc.",NYS,WOW,20.7,Medium
13443,Wienerberger AG,WBO,WIE,20.0,Medium
13444,Wihlborgs Fastigheter AB,OME,WIHL,12.0,Low
13445,WIIT SpA,MIL,WIIT,21.0,Medium
13446,"Wilcon Depot, Inc.",PHS,WLCON,18.6,Low
13447,Wildcat Resources Ltd.,ASX,WC8,49.5,Severe
13448,Wilfrid Laurier University,-,,16.9,Low
13449,Wilh. Wilhelmsen Holding ASA,OSL,WWI,19.3,Low
13450,"Will Semiconductor Co., Ltd. Shanghai",SHG,603501,16.4,Low
13451,"Willdan Group, Inc.",NAS,WLDN,23.3,Medium
13452,"Willfar Information Technology Co., Ltd.",SHG,688100,24.5,Medium
13453,"Williams-Sonoma, Inc.",NYS,WSM,11.4,Low
13454,Willis Lease Finance Corp.,NAS,WLFC,28.6,Medium
13455,"Willis North America, Inc.",-,,16.9,Low
13456,Willis Towers Watson Plc,NAS,WTW,16.3,Low
13457,WillScot Holdings Corp.,NAS,WSC,19.7,Low
13458,Wilmar International Ltd.,SES,F34,32.7,High
13459,Wilson Bayly Holmes-Ovcon Ltd.,JSE,WBO,36.8,High
13460,Wilson Sons Holdings Brasil SA,BSP,PORT3,17.0,Low
13461,Win Semiconductors Corp.,ROCO,3105,25.7,Medium
13462,"Winall Hi-tech Seed Co., Ltd.",SHE,300087,43.8,Severe
13463,Winbond Electronics Corp.,TAI,2344,29.7,Medium
13464,Wincanton Ltd.,-,,16.1,Low
13465,"Windey Energy Technology Group Co., Ltd.",SHE,300772,29.4,Medium
13466,Windsor Regional Hospital,-,,33.2,High
13467,Windstream Services LLC,-,,15.8,Low
13468,Wing Tai Holdings Ltd.,SES,W05,21.1,Medium
13469,WingArc1st Inc.,TKS,4432,23.5,Medium
13470,"Wingstop, Inc.",NAS,WING,29.0,Medium
13471,"Wingtech Technology Co., Ltd.",SHG,600745,20.9,Medium
13472,Winmark Corp.,NAS,WINA,18.4,Low
13473,"Winnebago Industries, Inc.",NYS,WGO,27.2,Medium
13474,"Winner Medical Co., Ltd.",SHE,300888,22.8,Medium
13475,Winning Health Technology Group Co. Ltd.,SHE,300253,26.2,Medium
13476,"Winnipeg Airports Authority, Inc.",-,,22.2,Medium
13477,Winpak Ltd.,TSE,WPK,22.9,Medium
13478,Wintershall Dea AG,-,,25.9,Medium
13479,"Wintime Energy Group Co., Ltd.",SHG,600157,53.0,Severe
13480,Wintrust Financial Corp.,NAS,WTFC,28.3,Medium
13481,"WinWay Technology Co., Ltd.",TAI,6515,20.2,Medium
13482,Wipro Ltd.,BOM,507685,14.0,Low
13483,Wirtschafts- und Infrastrukturbank Hessen,-,,21.8,Medium
13484,Wirtualna Polska Holding SA,WAR,WPL,23.7,Medium
13485,Wisconsin Electric Power Co.,-,,28.3,Medium
13486,Wisdom Marine Lines Co. Ltd.,TAI,2637,23.2,Medium
13487,"WisdomTree, Inc.",NYS,WT,29.6,Medium
13488,Wise Group AB,OME,WISE,14.2,Low
13489,Wise Plc,LON,WISE,24.7,Medium
13490,Wisetech Global Ltd.,ASX,WTC,21.1,Medium
13491,Wistron Corp.,TAI,3231,12.0,Low
13492,Wistron NeWeb Corp.,TAI,6285,14.8,Low
13493,Wiwynn Corp.,TAI,6669,20.1,Medium
13494,Wix.com Ltd.,NAS,WIX,19.7,Low
13495,Wizz Air Holdings Plc,LON,WIZZ,35.7,High
13496,WK Kellogg Co.,NYS,KLG,39.3,High
13497,WNS (Holdings) Ltd.,NYS,WNS,11.8,Low
13498,Wockhardt Ltd.,BOM,532300,41.3,Severe
13499,"Wolfspeed, Inc.",NYS,WOLF,28.3,Medium
13500,Wolong Electric Group Co. Ltd.,SHG,600580,28.5,Medium
13501,Wolters Kluwer NV,AMS,WKL,12.4,Low
13502,"Wolverine World Wide, Inc.",NYS,WWW,20.5,Medium
13503,"WON TECH Co., Ltd.",KRX,336570,37.9,High
13504,Wonderla Holidays Ltd.,BOM,538268,27.0,Medium
13505,"Wonders Information Co., Ltd.",SHE,300168,27.5,Medium
13506,"Wondershare Technology Group Co., Ltd.",SHE,300624,31.8,High
13507,"WONIK HOLDINGS CO., LTD.",KRX,030530,26.1,Medium
13508,"WONIK IPS CO., LTD.",KRX,240810,24.0,Medium
13509,Wonik QnC Corp.,KRX,074600,29.1,Medium
13510,Woodside Energy Group Ltd.,ASX,WDS,26.5,Medium
13511,"Woodward, Inc.",NAS,WWD,31.8,High
13512,Woolworths Group Ltd.,ASX,WOW,20.8,Medium
13513,Woolworths Holdings Ltd.,JSE,WHL,16.2,Low
13514,"WOONGJIN THINKBIG Co., Ltd.",KRX,095720,17.3,Low
13515,"Woori Bank Co., Ltd.",-,,28.6,Medium
13516,"Woori Financial Group, Inc.",KRX,316140,25.3,Medium
13517,"WOORI TECHNOLOGY INVESTMENT Co., Ltd.",KRX,041190,32.4,High
13518,"Workday, Inc.",NAS,WDAY,16.2,Low
13519,"Workhorse Group, Inc.",NAS,WKHS,30.8,High
13520,"Workiva, Inc.",NYS,WK,20.2,Medium
13521,"Workman Co., Ltd.",TKS,7564,19.8,Low
13522,Workspace Group Plc,LON,WKP,8.8,Negligible
13523,World Acceptance Corp.,NAS,WRLD,28.3,Medium
13524,"World Co., Ltd.",TKS,3612,17.7,Low
13525,"World Holdings Co., Ltd.",TKS,2429,19.0,Low
13526,World Kinect Corp.,NYS,WKC,37.8,High
13527,World Omni Automobile Lease Securitization Trust 2023-A,-,,31.3,High
13528,Worldline SA,PAR,WLN,11.2,Low
13529,Worley Ltd.,ASX,WOR,25.1,Medium
13530,"Worthington Enterprises, Inc.",NYS,WOR,27.3,Medium
13531,"Worthington Steel, Inc.",NYS,WS,30.2,High
13532,"WOWOW, Inc.",TKS,4839,19.4,Low
13533,Wowprime Corp.,TAI,2727,28.4,Medium
13534,WPG Holdings Ltd.,TAI,3702,9.4,Negligible
13535,WPP Plc,LON,WPP,9.1,Negligible
13536,WSFS Financial Corp.,NAS,WSFS,23.5,Medium
13537,WSO Finance Pty Ltd.,-,,13.8,Low
13538,"WSP Global, Inc.",TSE,WSP,12.8,Low
13539,"WT Microelectronics Co., Ltd.",TAI,3036,11.0,Low
13540,"Wuchan Zhongda Group Co., Ltd.",SHG,600704,32.8,High
13541,"Wuhan DR Laser Technology Corp., Ltd.",SHE,300776,27.4,Medium
13542,"Wuhan Fingu Electronic Technology Co., Ltd.",SHE,002194,17.8,Low
13543,"Wuhan Guide Infrared Co., Ltd.",SHE,002414,17.6,Low
13544,"Wuhan Jingce Electronic Group Co., Ltd.",SHE,300567,19.5,Low
13545,"Wuhan Keqian Biology Co., Ltd.",SHG,688526,28.9,Medium
13546,"Wuhan P&S Information Technology Co., Ltd.",SHE,300184,25.7,Medium
13547,"Wuhan Raycus Fiber Laser Technologies Co., Ltd.",SHE,300747,30.6,High
13548,"Wuhu Token Science Co., Ltd.",SHE,300088,23.7,Medium
13549,"Wuliangye Yibin Co., Ltd.",SHE,000858,29.0,Medium
13550,"WUS Printed Circuit (Kunshan) Co., Ltd.",SHE,002463,22.3,Medium
13551,"WUS Printed Circuit Co., Ltd.",TAI,2316,30.0,Medium
13552,"Wushang Group Co., Ltd.",SHE,000501,23.4,Medium
13553,Wüstenrot & Württembergische AG,ETR,WUW,26.4,Medium
13554,Wüstenrot Bausparkasse AG,-,,27.2,Medium
13555,"WuXi AppTec Co., Ltd.",HKG,2359,10.9,Low
13556,"Wuxi Autowell Technology Co., Ltd.",SHG,688516,34.2,High
13557,"Wuxi Biologics (Cayman), Inc.",HKG,2269,10.7,Low
13558,"Wuxi Boton Technology Co., Ltd.",SHE,300031,30.4,High
13559,"Wuxi Huaguang Environment & Energy Group Co., Ltd.",SHG,600475,38.3,High
13560,"Wuxi Paike New Materials Technology Co., Ltd.",SHG,605123,35.7,High
13561,"Wuxi Rural Commercial Bank Co., Ltd.",SHG,600908,32.0,High
13562,Wuxi Taiji Industry Ltd. Corp.,SHG,600667,43.7,Severe
13563,"WuXi XDC Cayman, Inc.",HKG,2268,19.3,Low
13564,"WW International, Inc.",NAS,WW,16.2,Low
13565,"Wyndham Hotels & Resorts, Inc.",NYS,WH,21.5,Medium
13566,Wynn Macau Ltd.,HKG,1128,26.5,Medium
13567,Wynn Resorts Ltd.,NAS,WYNN,22.2,Medium
13568,"WYSIWYG STUDIOS Co., Ltd.",KRX,299900,22.0,Medium
13569,X-FAB Silicon Foundries SE,PAR,XFAB,27.2,Medium
13570,"X4 Pharmaceuticals, Inc.",NAS,XFOR,33.4,High
13571,X5 Retail Group NV,-,,24.2,Medium
13572,Xaar Plc,LON,XAR,20.6,Medium
13573,XANO Industri AB,OME,XANO.B,36.0,High
13574,Xbrane Biopharma AB,OME,XBRANE,27.5,Medium
13575,"Xcel Energy, Inc.",NAS,XEL,29.5,Medium
13576,"XCMG Construction Machinery Co., Ltd.",SHE,000425,42.5,Severe
13577,"XD, Inc.",HKG,2400,22.2,Medium
13578,"XEBIO Holdings Co., Ltd.",TKS,8281,22.4,Medium
13579,Xella International GmbH,-,,17.1,Low
13580,"Xencor, Inc.",NAS,XNCR,31.5,High
13581,"Xenia Hotels & Resorts, Inc.",NYS,XHR,16.7,Low
13582,"Xenon Pharmaceuticals, Inc.",NAS,XENE,27.7,Medium
13583,"Xeris Biopharma Holdings, Inc.",NAS,XERS,27.4,Medium
13584,Xero Ltd.,ASX,XRO,16.9,Low
13585,Xerox Holdings Corp.,NAS,XRX,16.1,Low
13586,"XGimi Technology Co., Ltd.",SHG,688696,25.9,Medium
13587,"Xi'an International Medical Investment Co., Ltd.",SHE,000516,23.8,Medium
13588,Xi'an Shaangu Power Co. Ltd.,SHG,601369,30.8,High
13589,"Xi'an Triangle Defense Co., Ltd.",SHE,300775,42.3,Severe
13590,"Xiabuxiabu Catering Management (China) Holdings Co., Ltd.",HKG,520,33.6,High
13591,Xiamen Amoytop Biotech Co. Ltd.,SHG,688278,32.2,High
13592,"Xiamen Bank Co., Ltd.",SHG,601187,39.6,High
13593,Xiamen CD Inc.,SHG,600153,26.8,Medium
13594,"Xiamen Comfort Science & Technology Group Co., Ltd.",SHE,002614,15.5,Low
13595,"Xiamen Faratronic Co., Ltd.",SHG,600563,26.1,Medium
13596,"Xiamen International Airport Co., Ltd.",SHG,600897,27.4,Medium
13597,Xiamen International Trade Group Corp. Ltd.,SHG,600755,25.4,Medium
13598,"Xiamen Intretech, Inc.",SHE,002925,24.4,Medium
13599,"Xiamen Jihong Co., Ltd.",SHE,002803,22.8,Medium
13600,Xiamen Kingdomway Group Co.,SHE,002626,33.9,High
13601,"Xiamen Tungsten Co., Ltd.",SHG,600549,41.4,Severe
13602,"Xiamen Xiangyu Co., Ltd.",SHG,600057,33.2,High
13603,"Xian Bright Laser Technologies Co., Ltd.",SHG,688333,31.1,High
13604,"Xiangcai Co., Ltd.",SHG,600095,19.2,Low
13605,"Xiangyu Medical Co., Ltd.",SHG,688626,34.2,High
13606,"Xianhe Co., Ltd.",SHG,603733,27.2,Medium
13607,Xiaomi Corp.,HKG,1810,20.5,Medium
13608,"Xilinmen Furniture Co., Ltd.",SHG,603008,20.0,Low
13609,Xin Feng Ming Group Co. Ltd.,SHG,603225,37.1,High
13610,"Xinhua Winshare Publishing & Media Co., Ltd.",HKG,811,12.7,Low
13611,"XinhuaNet Co., Ltd.",SHG,603888,20.0,Medium
13612,"Xinjiang Communications Construction Group Co., Ltd.",SHE,002941,52.0,Severe
13613,"Xinjiang Daqo New Energy Co., Ltd.",SHG,688303,24.1,Medium
13614,"Xinjiang Joinworld Co., Ltd.",SHG,600888,41.9,Severe
13615,"Xinjiang Xintai Natural Gas Co., Ltd.",SHG,603393,52.7,Severe
13616,"Xinjiang Xinxin Mining Industry Co., Ltd.",HKG,3833,57.3,Severe
13617,"Xinjiang Xuefeng Sci-Tech (Group) Co., Ltd.",SHG,603227,35.7,High
13618,"Xinjiang Zhongtai Chemical Co., Ltd.",SHE,002092,43.8,Severe
13619,"Xinte Energy Co., Ltd.",HKG,1799,42.8,Severe
13620,"Xintec, Inc.",ROCO,3374,25.1,Medium
13621,"Xinxiang Chemical Fiber Co., Ltd.",SHE,000949,33.3,High
13622,"Xinxiang Richful Lube Additive Co., Ltd.",SHE,300910,36.7,High
13623,"Xinxing Ductile Iron Pipes Co., Ltd.",SHE,000778,48.3,Severe
13624,Xinyi Energy Holdings Ltd.,HKG,3868,22.4,Medium
13625,Xinyi Glass Holdings Ltd.,HKG,868,27.0,Medium
13626,Xinyi Solar Holdings Ltd.,HKG,968,24.2,Medium
13627,"Xinyu Iron & Steel Co., Ltd.",SHG,600782,51.7,Severe
13628,"Xinzhi Group Co., Ltd.",SHE,002664,27.7,Medium
13629,Xior Student Housing NV,BRU,XIOR,13.4,Low
13630,"Xizi Clean Energy Equipment Manufacturing Co., Ltd.",SHE,002534,34.5,High
13631,"XJ Electric Co., Ltd.",SHE,000400,33.9,High
13632,"XJ International Holdings Co., Ltd.",HKG,1765,19.7,Low
13633,XOMA Royalty Corp.,NAS,XOMA,26.6,Medium
13634,"Xometry, Inc.",NAS,XMTR,31.2,High
13635,XP Power Ltd.,LON,XPP,23.0,Medium
13636,"XP, Inc.",NAS,XP,23.6,Medium
13637,"XPEL, Inc.",NAS,XPEL,30.5,High
13638,"XPeng, Inc.",HKG,9868,25.0,Medium
13639,"Xperi, Inc.",NYS,XPER,15.0,Low
13640,"XPO, Inc.",NYS,XPO,23.2,Medium
13641,"Xponential Fitness, Inc.",NYS,XPOF,36.7,High
13642,XPS Pensions Group Plc,LON,XPS,24.8,Medium
13643,Xspray Pharma AB,OME,XSPRAY,30.6,High
13644,XtalPi Holdings Ltd.,HKG,2228,39.1,High
13645,XTB SA,WAR,XTB,31.2,High
13646,"XTC New Energy Materials (Xiamen) Co., Ltd.",SHG,688778,23.1,Medium
13647,Xtep International Holdings Ltd.,HKG,1368,22.4,Medium
13648,Xvivo Perfusion AB,OME,XVIVO,19.8,Low
13649,"Xxentria Technology Materials Co., Ltd.",ROCO,8942,30.7,High
13650,"Xylem, Inc.",NYS,XYL,22.9,Medium
13651,"Y-mAbs Therapeutics, Inc.",NAS,YMAB,35.0,High
13652,Y. H. Dimri Building & Development Ltd.,TAE,DIMRI,26.7,Medium
13653,YA-MAN Ltd.,TKS,6630,37.7,High
13654,"Yabao Pharmaceutical Group Co., Ltd.",SHG,600351,36.9,High
13655,Yadea Group Holdings Ltd.,HKG,1585,14.3,Low
13656,Yageo Corp.,TAI,2327,23.2,Medium
13657,"YaGuang Technology Group Co., Ltd.",SHE,300123,46.9,Severe
13658,"Yahagi Construction Co., Ltd.",TKS,1870,39.1,High
13659,"Yakult Honsha Co., Ltd.",TKS,2267,28.5,Medium
13660,"Yakuodo Holdings Co., Ltd.",TKS,7679,24.7,Medium
13661,Yale University,-,,14.8,Low
13662,Yamabiko Corp.,TKS,6250,23.6,Medium
13663,"Yamada Holdings Co., Ltd.",TKS,9831,18.3,Low
13664,Yamaha Corp.,TKS,7951,9.8,Negligible
13665,"Yamaha Motor Co., Ltd.",TKS,7272,10.8,Low
13666,"Yamaichi Electronics Co., Ltd.",TKS,6941,23.2,Medium
13667,Yamamah Saudi Cement Co.,SAU,3020,43.2,Severe
13668,Yamashin-Filter Corp.,TKS,6240,32.7,High
13669,"Yamato Holdings Co., Ltd.",TKS,9064,22.3,Medium
13670,"Yamato Kogyo Co., Ltd.",TKS,5444,39.5,High
13671,"Yamazaki Baking Co., Ltd.",TKS,2212,42.8,Severe
13672,Yamazen Corp.,TKS,8051,39.8,High
13673,"Yan Tai Shuang Ta Food Co., Ltd.",SHE,002481,43.2,Severe
13674,Yanbu Cement Co.,SAU,3060,39.1,High
13675,Yanbu National Petrochemical Co.,SAU,2290,32.2,High
13676,Yancoal Australia Ltd.,ASX,YAL,46.3,Severe
13677,Yang Ming Marine Transport Corp.,TAI,2609,20.5,Medium
13678,Yangarra Resources Ltd.,TSE,YGR,66.4,Severe
13679,"Yangling Metron New Material Co., Ltd.",SHE,300861,33.1,High
13680,Yangtze Optical Fibre & Cable Joint Stock Ltd. Co.,HKG,6869,27.1,Medium
13681,"Yangzhou Yangjie Electronic Technology Co., Ltd.",SHE,300373,36.7,High
13682,Yangzijiang Financial Holding Ltd.,SES,YF8,30.8,High
13683,Yangzijiang Shipbuilding (Holdings) Ltd.,SES,BS6,33.0,High
13684,"Yankershop Food Co., Ltd.",SHE,002847,38.6,High
13685,Yankey Engineering Co. Ltd.,TAI,6691,43.6,Severe
13686,"Yankuang Energy Group Co., Ltd.",HKG,1171,51.7,Severe
13687,Yanlord Land Group Ltd.,SES,Z25,24.9,Medium
13688,"Yantai Changyu Pioneer Wine Co., Ltd.",SHE,000869,33.8,High
13689,"Yantai Dongcheng Biochemicals Co., Ltd.",SHE,002675,40.1,Severe
13690,"Yantai Eddie Precision Machinery Co., Ltd.",SHG,603638,33.7,High
13691,Yantai Jereh Oilfield Services Group Co. Ltd.,SHE,002353,32.6,High
13692,"Yantai Zhenghai Magnetic Material Co., Ltd.",SHE,300224,48.5,Severe
13693,"Yaoko Co., Ltd.",TKS,8279,31.7,High
13694,Yapi ve Kredi Bankasi AS,IST,YKBNK.E,15.8,Low
13695,Yara International ASA,OSL,YAR,25.4,Medium
13696,YASKAWA Electric Corp.,TKS,6506,26.7,Medium
13697,Yatas Yatak ve Yorgan Sanayi Ticaret AS,IST,YATAS.E,18.3,Low
13698,Yayla Agro Gida Sanayi ve Ticaret AS,IST,YYLGD.E,44.8,Severe
13699,YC Corp.,KRX,232140,22.4,Medium
13700,YC Inox Co. Ltd.,TAI,2034,39.1,High
13701,YDUQS Participaçoes SA,BSP,YDUQ3,14.6,Low
13702,Yeahka Ltd.,HKG,9923,26.1,Medium
